Cliente;Cidade;Vendedor;Codigo;Item;Tipo;SubTipo;ItensNovos;Fornecedor;QtdSaida;ValorSaida;ValorEntrada;ValorVenda;ValorIcmsST;ValorIPI;TotalSemImpostos;TotalComImpostos;NFSaida;CFOP;DataSaida;ICMS;TipProdIPI;NSaiStatus;TipoNota;QTD_DIAS_FAT;Qtd_Dias_1;Qtd_Dias_2;Qtd_Dias_3
DEQUALITY USINAGEM;VINHEDO;ANDERSON FONTES;3965250;HNPJ090512MM PA120;INSERTO;FRESAMENTO FLEX;;KENNAMETAL;10;40,5;33;99;0;0;405;405;819;5,102;04/09/2018;;8;0;1;1;28;;
BOQUILHAS;LOUVEIRA;W BRASIL;1920430;477706002LT RETA 4C VARIMILL D=6X6X57X13;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;2;86.436;72,97;267,07;0;0;172.872;172.872;820;5,102;04/09/2018;;8;0;1;1;28;;
REALEZA;JUNDIAÍ;ANDERSON FONTES;4176758;WDGN3102C TN6025;INSERTO;TORNEAMENTO;;KENNAMETAL;20;33;19,61;71,77;0;0;660;660;821;5,102;04/09/2018;;8;0;1;1;28;;
REALEZA;JUNDIAÍ;ANDERSON FONTES;28477;DGTR 20B 3D40 - DIR DGN3;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;10;110;330;0;0;10;10;821;5,102;04/09/2018;;0;0;1;1;28;;
REALEZA;JUNDIAÍ;ANDERSON FONTES;6101 - 105010;MACHO M5 X 0,80MM*MANUAL C/3 PÇS - INDAÇO;MACHO;ROSQUEAMENTO;;INDAÇO;1;68,85;92,59;285,17;0;0;68,85;68,85;821;5,102;04/09/2018;;8;0;1;1;28;;
REALEZA;JUNDIAÍ;ANDERSON FONTES;6101 - 104010;MACHO M4 X 0,70MM*MANUAL C/3 PÇS - OSG;MACHO;ROSQUEAMENTO;;GMF;1;65,98;85,62;263,7;0;0;65,98;65,98;821;5,102;04/09/2018;;8;0;1;1;28;;
REALEZA;JUNDIAÍ;ANDERSON FONTES;333200;BROCA DE CENTRO - DIN 333A - 2,00X5,00MM;BROCA;FURAÇÃO;;HEINZ TOOLS;2;7,74;5,25;16,18;0;0;15,48;15,48;821;5,405;04/09/2018;;8;0;1;1;28;;
REALEZA;JUNDIAÍ;ANDERSON FONTES;333250;BROCA DE CENTRO - DIN 333A - 2,50X6,30MM;BROCA;FURAÇÃO;;HEINZ TOOLS;2;10,8;7,33;26,84;0;0;21,6;21,6;821;5,405;04/09/2018;;8;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;1992;PORTA FRESA FACEAR BT 40 X 27,00MM (L1= 45,00MM) - 12.000RPM;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;2;360;159,63;491,66;0;0;720;720;822;5,102;04/10/2018;;0;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;2;23.166;18,45;56,82;0;0;46.332;46.332;822;5,102;04/10/2018;;0;0;1;1;28;;
MATRIZMINAS;ITATIBA;ANDERSON FONTES;40ER120;40ER120M ER D=12;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;3;39,6;33,69;103,76;0;0;118,8;118,8;823;5,102;04/10/2018;;0;0;1;1;28;;
MATRIZMINAS;ITATIBA;ANDERSON FONTES;40ER090;40ER090M ER D=9;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;3;39,6;33,69;103,76;0;0;118,8;118,8;823;5,102;04/10/2018;;0;0;1;1;28;;
JOYSON;JUNDIAÍ;W BRASIL;2495994;706101001RT ESF 2C 30° D=1X4X63X1;FRESA;FRESAMENTO;;KENNAMETAL;20;154,46;85,3;312,2;0;0;3089,2;3089,2;824;5,102;04/10/2018;;8;0;1;1;60;;
JOYSON;JUNDIAÍ;W BRASIL;5274456;RNGJ10T3M0EML WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;60;44,12;24,83;90,88;0;0;2647,2;2647,2;825;5,102;04/10/2018;;8;0;1;1;60;;
MERSEN;CABREUVA;ANDERSON FONTES;4148220;VDS202A08000 WU25PD D=8.0 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;2;177;128,49;470,27;0;0;354;354;826;5,405;04/10/2018;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;4501;JOGO PINCA ER-40 (24 PINCAS - 3 A 26MM) (CAIXA PLASTICO);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;787,31;818,15;2519,9;0;0;787,31;787,31;827;5,102;04/10/2018;;0;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;01078P;PORTA BARRA BT 40 X 32,00MM (L1=100,00MM) - 12.000RPM;MANDRIL;FIXAÇÃO;;BASFIX/ BTFIXO;2;210,6;159,63;491,66;0;0;421,2;421,2;827;5,102;04/10/2018;;0;0;1;1;35;;
COMABHI;JUNDIAÍ;MARCOS PAULO;4120180;TNMX160404-R PA120;INSERTO;TORNEAMENTO FLEX;;KENNAMETAL;20;19,7;8,5;36;0;0;394;394;828;5,102;04/10/2018;;8;0;1;1;28;;
COMABHI;JUNDIAÍ;MARCOS PAULO;21300;MTJNR 2525 M16 - EXT DIR TNMG1604;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;10;110;330;0;0;10;10;828;5,102;04/10/2018;;0;0;1;1;28;;
ALUJET 2;VINHEDO;ANDERSON FONTES;01078P;PORTA BARRA BT 40 X 32,00MM (L1=100,00MM) - 12.000RPM;MANDRIL;FIXAÇÃO;;BASFIX/ BTFIXO;1;257,72;159,63;491,66;0;0;257,72;257,72;829;5,102;04/11/2018;;0;0;1;1;30;;
ALUJET 2;VINHEDO;ANDERSON FONTES;2634;SUPORTE PARA TROCA DE FERRAMENTAS SK40;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;10;118,12;363,8;0;0;10;10;829;5,102;04/11/2018;;0;0;1;1;30;;
ALUJET 2;VINHEDO;ANDERSON FONTES;5394;PRESSETER COM RELOGIO (ALT. 50MM - 0,01MM) (STANDART);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;829,5;607,35;1870,63;0;0;829,5;829,5;829;5,102;04/11/2018;;0;0;1;1;30;;
ALUJET 2;VINHEDO;ANDERSON FONTES;0;PORTA PINCA BT40 X ER-40 L1=70,00MM;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;189;0;0;0;0;189;189;829;5,102;04/11/2018;;0;0;1;1;30;;
ALUJET 2;VINHEDO;ANDERSON FONTES;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;25,27;18,45;56,82;0;0;25,27;25,27;829;5,102;04/11/2018;;0;0;1;1;30;;
USIVIN;VINHEDO;MARCOS PAULO;4148194;VDS202A06100 WU25PD D=6.1 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;3;216.876;124,37;455,19;0;0;650.628;650.628;830;5,405;04/11/2018;;8;0;1;1;28;;
JOLUMA;VALINHOS;ANDERSON FONTES;4158500;GT225021 WP31MG MACHO M10 X 1.5;MACHO;ROSQUEAMENTO;;KENNAMETAL;2;403,06;310,11;1135;0;0;806,12;806,12;831;5,102;04/11/2018;;8;0;1;1;28;;
CALPHER;VINHEDO;ANDERSON FONTES;5538602;TCF080308DPV36 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;5;54,53;30,69;112,33;0;0;272,65;272,65;832;5,102;04/11/2018;;8;0;1;1;30;;
REG;VARZEA PAULISTA;ANDERSON FONTES;5873416;XNPU15T608SRMM WP40PM;INSERTO;FRESAMENTO;;KENNAMETAL;10;50;49,32;180,51;0;0;500;500;833;5,102;04/12/2018;;8;0;1;1;28;;
GOODMOLD;VINHEDO;ANDERSON FONTES;2564285;TCMT110204 PA120;INSERTO;TORNEAMENTO FLEX;;KENNAMETAL;10;19,8;13,14;48,09;0;0;198;198;834;5,102;04/12/2018;;8;0;1;;;;
ALUJET 2;VINHEDO;ANDERSON FONTES;3577936;BDMT11T308ER-ML TN6405 R0,8;INSERTO;FRESAMENTO;;KENNAMETAL;10;33,93;22,91;83,85;0;0;339,3;339,3;835;5,102;04/12/2018;;8;0;1;1;30;;
MERSEN;CABREUVA;ANDERSON FONTES;1920436;477712005LT RETA 4C VARIMILL D=12X12X83X26;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;2;282,22;183,88;673;0;0;564,44;564,44;836;5,102;04/12/2018;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;4148362;VDS202A14500 WU25PD D=14.5 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;608,14;348,74;1276,39;0;0;608,14;608,14;836;5,405;04/12/2018;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;1920432;477708003LT RETA 4C VARIMILL D=8X8X63X16;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;2;168,58;94,88;347,26;0;0;337,16;337,16;836;5,102;04/12/2018;;8;0;1;1;35;;
PASSARELLA;VALINHOS;ANDERSON FONTES;5276364;RNPJ1204M0SMH WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;50;52;26,17;95,78;0;0;2600;2600;837;5,102;04/12/2018;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;30050;M200D50Z04F22 D=50 Z=4 RNPJ12;SUPORTE;FRESAMENTO;;GCTOOLS;1;10;100;960;0;0;10;10;837;5,102;04/12/2018;;0;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;4148178;VDS202A05100 WU25PD D=5.1 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;2;164,4;117,48;429,98;0;0;328,8;328,8;838;5,405;04/12/2018;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;4143985;VDS201A08000 WU25PD D=8.0 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;177;102,78;376,17;0;0;177;177;838;5,405;04/12/2018;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;5826035;40040700T020 RETA 4C 30°  D=7X8X20X63;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;5;91,35;57,05;208,8;0;0;456,75;456,75;839;5,102;04/12/2018;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;4148201;VDS202A06600 WU25PD D=6.6 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;2;156,1;104,69;383,16;0;0;312,2;312,2;839;5,405;04/12/2018;;8;0;1;1;35;;
GKTB;CABREUVA;ANDERSON FONTES;4148258;VDS202A10000 WU25PD D=10.0 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;2;189,12;162,68;595,41;0;0;378,24;378,24;840;5,405;04/12/2018;;8;0;1;1;28;;
GKTB;CABREUVA;ANDERSON FONTES;4148344;VDS202A13000 WU25PD D=13.0 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;2;340,09;292,53;1070,66;0;0;680,18;680,18;840;5,405;04/12/2018;;8;0;1;1;28;;
GHENTON;ITUPEVA;ANDERSON FONTES;4144428;VDS201A10500 WU25PD D=10.5 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;260,45;149,35;546,62;0;0;260,45;260,45;841;5,405;13/04/2018;;8;0;1;1;28;;
GHENTON;ITUPEVA;ANDERSON FONTES;4172491;TNMP160404 WS10PT;INSERTO;TORNEAMENTO;;KENNAMETAL;10;31,23;26,52;97,06;0;0;312,3;312,3;841;5,102;13/04/2018;;8;0;1;1;28;;
GHENTON;ITUPEVA;ANDERSON FONTES;4172623;TNMP160408 WS25PT;INSERTO;TORNEAMENTO;;KENNAMETAL;10;31,23;17,39;63,65;0;0;312,3;312,3;841;5,102;13/04/2018;;8;0;1;1;28;;
GHENTON;ITUPEVA;ANDERSON FONTES;5826040;40041000T022 RETA 4C 30° D=10X10X72X22;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;1;136,19;77,37;283,17;0;0;136,19;136,19;841;5,102;13/04/2018;;8;0;1;1;28;;
GASMADI;JUNDIAÍ;MARCOS PAULO;4169691;WMTC030L12CMW17 WU25PT;INSERTO;TORNEAMENTO;;KENNAMETAL;3;52,67;34,56;126,49;0;0;158,01;158,01;842;5,102;13/04/2018;;8;0;1;1;28;;
GASMADI;JUNDIAÍ;MARCOS PAULO;4169683;WMTC030N00CMW17 WU25PT;INSERTO;TORNEAMENTO;;KENNAMETAL;2;52,83;34,67;126,89;0;0;105,66;105,66;842;5,102;13/04/2018;;8;0;1;1;28;;
GASMADI;JUNDIAÍ;MARCOS PAULO;3650471;WMTSL 2020 K322;SUPORTE;TORNEAMENTO;;KENNAMETAL;1;405,93;274,16;822,48;0;0;405,93;405,93;842;5,102;13/04/2018;;0;0;1;1;28;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;3577936;BDMT11T308ER-ML TN6405 R0,8;INSERTO;FRESAMENTO;;KENNAMETAL;20;36;22,91;83,85;0;0;720;720;843;5,102;13/04/2018;;8;0;1;1;28;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;680016150;M6800D016Z02H15L150 BDMT11T3;SUPORTE;FRESAMENTO;;KENNAMETAL;1;10;126;378;0;0;10;10;843;5,102;13/04/2018;;0;0;1;1;28;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;2544369;75N504022LT TOR 4C D=4X6X6-12X57 R0,25;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;3;185,15;122,69;449,05;0;0;555,45;555,45;843;5,102;13/04/2018;;8;0;1;1;28;;
JP EQUIPAMENTOS;JUNDIAÍ;ANDERSON FONTES;6172495;VTSFT-TC6550 WP49EG M10X1,5 DIN371 6H C FURO CEGO;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;55,14;85,41;163,33;0;0;55,14;55,14;844;5,102;13/04/2018;;8;0;1;1;28;;
JP EQUIPAMENTOS;JUNDIAÍ;ANDERSON FONTES;4144428;VDS201A10500 WU25PD D=10.5 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;173.632;149,35;546,62;0;0;173.632;173.632;844;5,405;13/04/2018;;8;0;1;1;28;;
JP EQUIPAMENTOS;JUNDIAÍ;ANDERSON FONTES;3965250;HNPJ090512MM PA120;INSERTO;FRESAMENTO FLEX;;KENNAMETAL;10;48,6;33;99;0;0;486;486;844;5,102;13/04/2018;;8;0;1;1;28;;
JP EQUIPAMENTOS;JUNDIAÍ;ANDERSON FONTES;3954913;XDHT090316 PA120;INSERTO;FRESAMENTO;;KENNAMETAL;10;22;11,32;40;0;0;220;220;844;5,102;13/04/2018;;8;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;20121;S40V SVUBL 16 - INT ESQ VBMT1604;SUPORTE;TORNEAMENTO;;BLACK TOOLS;1;462,42;338;1014;0;0;462,42;462,42;845;5,102;16/04/2018;;0;0;1;1;35;;
GUMMI FORM;VINHEDO;ANDERSON FONTES;539;FRESA TOROIDAL 55HRC 4C D=8X8X75X20 R0.5;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;10;110;76;270.864;0;0;1100;1100;846;5,102;16/04/2018;;8;0;1;1;28;;
GUMMI FORM;VINHEDO;ANDERSON FONTES;5550800;FRESA TOROIDAL 55HRC 4C D=8X8X60X20 R0.5;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;10;97,5;93,36;287,56;0;0;975;975;846;5,102;16/04/2018;;8;0;1;1;28;;
GUMMI FORM;VINHEDO;ANDERSON FONTES;4152706;GT025009 WP31MG  MACHO M16X2 (6H) 3F DIN 371;MACHO;ROSQUEAMENTO;;KENNAMETAL;2;434.898;278,82;1020,48;0;0;869.796;869.796;846;5,102;16/04/2018;;8;0;1;1;28;;
LUMOLD;CAJAMAR;ANDERSON FONTES;2265;PORTA FRESA ROSCADO BT 40 X M 16 (L=152MM) (L1=125MM)- 12.000RPM;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;302;237,13;730,36;0;0;302;302;847;5,102;16/04/2018;;0;0;1;1;28;;
M.C.A;VARZEA PAULISTA;MARCOS PAULO;40ER160;40ER160M ER D=16;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;42,7;33,69;103,76;0;0;42,7;42,7;848;5,102;16/04/2018;;0;0;1;;;;
ASPEM;VINHEDO;ANDERSON FONTES;2540318;759503012LT TOROIDAL 4C D=3X6X50X4.5 R0.5;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;2;197,86;109,26;399,89;0;0;395,72;395,72;849;5,102;16/04/2018;;8;0;1;1;28;;
ASPEM;VINHEDO;ANDERSON FONTES;2540320;759504012LT TOROIDAL 4C D=4X6X50X6 R0.5;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;2;197,86;109,26;399,89;0;0;395,72;395,72;849;5,102;16/04/2018;;8;0;1;1;28;;
ASPEM;VINHEDO;ANDERSON FONTES;1862106;759506012LT TOROIDAL 4C D=6X6X50X9 R0.5;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;2;205;113,71;416,18;0;0;410;410;849;5,102;16/04/2018;;8;0;1;1;28;;
ASPEM;VINHEDO;ANDERSON FONTES;4144434;VDS201A11000 WU25PD D=11.0 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;260,45;149,35;546,62;0;0;260,45;260,45;849;5,405;16/04/2018;;8;0;1;1;28;;
ASPEM;VINHEDO;ANDERSON FONTES;6337733;40040400T011R050 TIALN TORO 4C D=4X4X11X50 R0.5;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;5;53,4;45,44;166,31;0;0;267;267;849;5,102;16/04/2018;;8;0;1;1;28;;
W. CARRARO USINAGEM;ITATIBA;ANDERSON FONTES;335;TPGX110304L CT3000;INSERTO;FIXAÇÃO;;SISTEM & TOOLS;10;49,5;29,99;92,36;0;0;495;495;850;5,102;17/04/2018;;8;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;3339395;SDMT1204PDRMH PA120;INSERTO;FRESAMENTO FLEX;;KENNAMETAL;10;48;13,01;50;0;0;480;480;851;5,102;17/04/2018;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;5;19,5;18,45;56,82;0;0;97,5;97,5;852;5,102;17/04/2018;;0;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;5545063;XDPT110408PDSRMM WP40PM R0,8;INSERTO;FRESAMENTO;;KENNAMETAL;10;32,71;21,71;79,46;0;0;327,1;327,1;852;5,102;17/04/2018;;8;0;1;1;35;;
SZ TEC;VINHEDO;MARCOS PAULO;3965250;HNPJ090512MM PA120;INSERTO;FRESAMENTO FLEX;;KENNAMETAL;10;58,09;33;99;0;0;580,9;580,9;853;5,102;17/04/2018;;8;0;1;1;28;;
JOLUMA;VALINHOS;ANDERSON FONTES;4166637;DCMT11T304-1P TN20P;INSERTO;TORNEAMENTO;;KENNAMETAL;10;25.146;16;58,56;0;0;251,46;251,46;854;5,102;17/04/2018;;8;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;5826032;40040600T016 RETA 4C 30° D=6X6X50X16;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;1;45.136;38,47;140,8;0;0;45.136;45.136;855;5,102;17/04/2018;;8;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;5826036;40040800T020 RETA 4C 30° D=8X8X50X20;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;1;70.025;50,47;184,72;0;0;70.025;70.025;855;5,102;17/04/2018;;8;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;5826043;40041200T025 RETA 4C 30° D=12X12X76X25;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;1;140.796;102,94;376,76;0;0;140.796;140.796;855;5,102;17/04/2018;;8;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;28484;DGTR 25B 2D35 - DIR DGN2;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;10;110;330;0;0;10;10;855;5,102;17/04/2018;;0;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;21,06;18,45;56,82;0;0;21,06;21,06;855;5,102;17/04/2018;;0;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;5416546;M370D025Z03H20L180 D=25X180 Z=3 WOEJ0804;SUPORTE;FRESAMENTO;;KENNAMETAL;1;10;250;770;0;0;10;10;855;5,102;17/04/2018;;0;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;4176752;WDGN2202C TN6025;INSERTO;TORNEAMENTO;;KENNAMETAL;20;40;29,44;107,75;0;0;800;800;855;5,102;17/04/2018;;8;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;5427443;WOEJ080412SRMH WK15CM;INSERTO;TORNEAMENTO;;KENNAMETAL;20;48;33,85;123,89;0;0;960;960;855;5,102;17/04/2018;;8;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;4008276;M370D050Z05WO08 D=50 Z=5 M370 WOEJ0804;SUPORTE;FRESAMENTO;;GCTOOLS;1;10;327;981;0;0;10;10;855;5,102;17/04/2018;;0;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;1991;PORTA FRESA FACEAR BT 40 X 22,00MM (L1= 45,00MM) - 12.000RPM;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;180;156,63;482,42;0;0;180;180;855;5,102;17/04/2018;;0;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;4143958;VDS201A06000 WU25PD D=6.0 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;163.842;93,95;343,86;0;0;163.842;163.842;856;5,405;17/04/2018;;8;0;1;1;28;;
MECNOPLASTY;VINHEDO;ANDERSON FONTES;205;CHAVE ER-16 - PARA PORCA TIPO M (CASTELO);CHAVE;COMPONENTES;;BASFIX/ BTFIXO;1;26.892;22,23;68,46;0;0;26.892;26.892;857;5,405;17/04/2018;;8;0;1;1;28;;
MECNOPLASTY;VINHEDO;ANDERSON FONTES;1147;CHAVE ER-25 - PARA PORCA TIPO T2 (4 PONTAS);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;36.414;31,76;97,82;0;0;36.414;36.414;857;5,102;17/04/2018;;0;0;1;1;28;;
MECNOPLASTY;VINHEDO;ANDERSON FONTES;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;2;25.272;18,45;56,82;0;0;50.544;50.544;857;5,102;17/04/2018;;0;0;1;1;28;;
MECNOPLASTY;VINHEDO;ANDERSON FONTES;5538602;TCF080308DPV36 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;5;54.528;30,69;112,33;0;0;272,64;272,64;857;5,102;17/04/2018;;8;0;1;1;28;;
MECNOPLASTY;VINHEDO;ANDERSON FONTES;5538557;TCF090305DCV36 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;5;54.528;30,69;112,33;0;0;272,64;272,64;857;5,102;17/04/2018;;8;0;1;1;28;;
MECNOPLASTY;VINHEDO;ANDERSON FONTES;6171606;TCF240R3SL25MD WTB TOP CUT FOUR D=24 3XD;SUPORTE;FURAÇÃO;;KENNAMETAL;1;860,34;628,05;1934,39;0;0;860,34;860,34;857;5,102;17/04/2018;;0;0;1;1;28;;
MECNOPLASTY;VINHEDO;ANDERSON FONTES;252;PORCA T M 16 X 2,00;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;20;14;14,65;45,12;0;0;280;280;857;5,102;17/04/2018;;0;0;1;1;28;;
CRIZAN;JARINU;MARCOS PAULO;5416546;M370D025Z03H20L180 D=25X180 Z=3 WOEJ0804;SUPORTE;FRESAMENTO;;KENNAMETAL;1;486;250;770;0;0;486;486;858;5,102;17/04/2018;;0;0;1;1;28;;
CRIZAN;JARINU;MARCOS PAULO;6337737;40040600T016R100 TIALN TORO 4C D=6X6X16X50 R1.0;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;2;87,6;49,55;181,35;0;0;175,2;175,2;858;5,102;17/04/2018;;8;0;1;1;28;;
CRIZAN;JARINU;MARCOS PAULO;3462459;47N706012LT RETA 4C VARIMILL D=6X6X57X13 R1.0;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;2;115,71;78,16;286,07;0;0;231,42;231,42;858;5,102;17/04/2018;;8;0;1;1;28;;
CRIZAN;JARINU;MARCOS PAULO;3959581;RDPX1003M0SNMH TN2505;INSERTO;FRESAMENTO;;KENNAMETAL;20;23,97;14,85;54,35;0;0;479,4;479,4;858;5,102;17/04/2018;;8;0;1;1;28;;
CRIZAN;JARINU;MARCOS PAULO;265432;M170D025Z02H24L150 RDPX1003;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;10;95;285;0;0;10;10;858;5,102;17/04/2018;;0;0;1;1;28;;
CIRIGUI FERRAMENTARIA;JUNDIAÍ;W BRASIL;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;21,06;18,45;56,82;0;0;21,06;21,06;859;5,102;17/04/2018;;0;0;1;1;28;;
CIRIGUI FERRAMENTARIA;JUNDIAÍ;W BRASIL;01079P;PORTA BARRA BT 40 X 40,00MM (L1=100,00MM) - 12.000RPM;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;202,59;192,67;593,42;0;0;202,59;202,59;859;5,102;17/04/2018;;0;0;1;1;28;;
CIRIGUI FERRAMENTARIA;JUNDIAÍ;W BRASIL;5538607;TCF120405ECV36 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;2;49,74;33,59;122,94;0;0;99,48;99,48;859;5,102;17/04/2018;;8;0;1;1;28;;
CIRIGUI FERRAMENTARIA;JUNDIAÍ;W BRASIL;5542624;TCF150406FCV34 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;2;56,09;37,89;138,68;0;0;112,18;112,18;859;5,102;17/04/2018;;8;0;1;1;28;;
CIRIGUI FERRAMENTARIA;JUNDIAÍ;W BRASIL;6171619;TCF380R3SL40MF WTB TOP CUT FOUR D=38 3XD;SUPORTE;FURAÇÃO;;KENNAMETAL;1;797,97;723,38;2170,14;0;0;797,97;797,97;859;5,102;17/04/2018;;0;0;1;1;28;;
