Fornecedor;Cidade;Codigo;Item;Prod_Novos;Tipo;SubTipo;QtdEntrada;ValorEntrada;ValorEntradaEstoque;ValorLista;NFEntrada;CFOP;DataEntrada;ICMS;IPI;TipoNota
SUPORTES BRASIL;SÃO CAETANO DO SUL;28472;DGTR 20B 2D35 - DIR DGN2;;SUPORTE;TORNEAMENTO;1;100;110;300;646;5.102*;26/09/2019;;0;0
KENNAMETAL;INDAIATUBA;5880407;40011200T025 ESF 2C 30° D=12X12X76X25;;FRESA DE TOPO;FRESAMENTO;2;100,57;118,37;433,23;646042;5.102*;14/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5559120;D51808003W RETA 6C 30° D=8X8X19X63;;FRESA DE TOPO;FRESAMENTO;1;83,19;97,01;355,06;646225;5.102*;14/06/2019;;8;0
KENNAMETAL;INDAIATUBA;1920434;477710004LT RETA 4C VARIMILL D=10X10X72X22;;FRESA DE TOPO;MOLDES E MATRIZES;2;98,63;115;420,9;646225;5.102*;14/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3077744;477706012LT RETA 4C VARIMILL D=6X6X13X57 R0,2;;FRESA DE TOPO;FRESAMENTO;1;63,53;74,08;271,13;646225;5.102*;14/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3077745;477705012LT RETA 4C VARIMILL D=5X6X57X13 R0,2;;FRESA DE TOPO;FRESAMENTO;1;58,82;68,59;251,04;646225;5.102*;14/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5427427;SDMX120408RMH WK15CM;;INSERTO;FRESAMENTO;20;21,66;25,25;92,42;646228;5.102*;14/06/2019;;8;0
KENNAMETAL;INDAIATUBA;1920436;477712005LT RETA 4C VARIMILL D=12X12X83X26;;FRESA DE TOPO;MOLDES E MATRIZES;1;157,7;183,88;673;646245;5.102*;14/06/2019;;8;0
KENNAMETAL;INDAIATUBA;4171932;WNMG080408RH WK20CT;;GRAMPO USINAGEM;TORNEAMENTO;10;18,48;21,95;80,34;646245;5.102*;14/06/2019;;0;0
KENNAMETAL;INDAIATUBA;4171695;WNMG080408MW WK05CT;;INSERTO;TORNEAMENTO;10;18,48;21,95;80,34;646245;5.102*;14/06/2019;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;CNMG120408 K;CNMG120408 WS6115;;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;TORNEAMENTO;7;14;14;42;6464;5.102*;12/08/2021;;0;0
KENNAMETAL;INDAIATUBA;6425411;XNGU100408ERALP WN25PM;;INSERTO;FRESAMENTO;20;27,91;32,54;119,1;646409;5.102*;17/06/2019;;8;0
KENNAMETAL;INDAIATUBA;4158499;GT225020 WP31MG MACHO M8X1.25;;MACHO;ROSQUEAMENTO;2;180,09;239,2;875,47;646409;5.102*;17/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3954426;XNGJ0704ANENLD-3W TN6525;;INSERTO;FRESAMENTO;10;35,62;41,53;152;646410;5.102*;17/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3849106;TDM1610UPM WU25PD INSERTO TDM1 D=16.10;;INSERTO;FURAÇÃO;2;175,44;204,56;748,69;646527;5.102*;17/06/2019;;8;0
KENNAMETAL;INDAIATUBA;4148195;VDS202A06200 WU25PD D=6.2 5XD SEM REFRI;;BROCA;FURAÇÃO;2;104,69;124,37;455,19;646528;5,403;17/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5564597;WOEJ080412SRMM WP25PM;;INSERTO;FRESAMENTO;70;28,4;40,5;124,74;646583;5.102*;17/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5826024;40040400T011 RETA 4C 30° D=4X4X50X11;;FRESA DE TOPO;FRESAMENTO;2;36,93;43,46;159,06;646583;5.102*;17/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3955101;GT305081 GM6515 MACHO M6X1 HSS-E-PM;;MACHO;ROSQUEAMENTO;2;61,1;81,15;297,01;646797;5.102*;18/06/2019;;8;0
KENNAMETAL;INDAIATUBA;6172440;VTSFT-TC6510 WP49EG M4X0,7 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;2;29,1;38,65;141,46;646871;5.102*;19/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3524598;577712005MT RETA 5C 38° D=12X12X83X26;;FRESA DE TOPO;FRESAMENTO;2;187,74;218,91;801,21;646871;5.102*;19/06/2019;;8;0
KENNAMETAL;INDAIATUBA;4176758;WDGN3102C TN6025;;INSERTO;TORNEAMENTO;10;16,81;19,61;71,77;646992;5.102*;19/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5908927;TNMG160404MS WS10PT;;INSERTO;TORNEAMENTO;10;15;17,82;65,22;647053;5.102*;24/06/2019;;8;0
KENNAMETAL;INDAIATUBA;2225731;TNMG1604085 TN4000;;INSERTO;TORNEAMENTO;10;11,9;12,61;46,15;647053;5.102*;24/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3577934;BDMT11T308ER-MS TN6425 R0,8;;INSERTO;FRESAMENTO;20;19,65;22,91;83,85;647053;5.102*;24/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5544753;WOEJ080412SRMM WP40PM;;INSERTO;FRESAMENTO;50;28,41;54,23;167,05;647203;5.102*;24/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5545063;XDPT110408PDSRMM WP40PM R0,8;;INSERTO;FRESAMENTO;30;18,28;21,71;79,46;647416;5.102*;25/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5880389;40010200T006 ESF 2C 30° D=2X3X38X6;;FRESA DE TOPO;FRESAMENTO;3;35,61;41,92;153,43;647416;5.102*;25/06/2019;;8;0
KENNAMETAL;INDAIATUBA;4172491;TNMP160404 WS10PT;;INSERTO;TORNEAMENTO;10;14,64;26,52;97,06;647416;5.102*;25/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3077740;477710024LT FRESA SC D=10X10X22X72R0.3;;FRESA;FRESAMENTO;3;158,03;184,26;674,39;647416;5.102*;25/06/2019;;8;0
KENNAMETAL;INDAIATUBA;6595770;XPPW070310SRMH WP40PM;;INSERTO;FRESAMENTO;450;16,98;18,67;68,33;647514;5.102*;26/06/2019;;8;0
BLACK TOOLS;CAXIAS DO SUL;11063;DGTR 10B 1,5D10;;SUPORTE;TORNEAMENTO;4;123;123;334,89;647555;5.102*;26/04/2019;;0;0
BLACK TOOLS;CAXIAS DO SUL;8746987;DTJNR 2020 K16;;SUPORTE;TORNEAMENTO;1;132,5;132,5;379,5;647555;5.102*;26/04/2019;;0;0
BLACK TOOLS;CAXIAS DO SUL;854217;SIR 0032 16;;SUPORTE;TORNEAMENTO;1;222;222;683,76;647555;5.102*;26/04/2019;;0;0
KENNAMETAL;INDAIATUBA;5880407;40011200T025 ESF 2C 30° D=12X12X76X25;;FRESA DE TOPO;FRESAMENTO;1;100,57;118,37;433,23;647598;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5366677;VTSPO6513 WP49EG M4 ISO2 (6H) 2F DIN371 B FURO PASSANTE;;MACHO;ROSQUEAMENTO;6;30,44;40,43;147,97;647624;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;4148160;VDS202A04000 WU25PD D=4.0 5XD SEM REFRI;;BROCA;FURAÇÃO;1;91,64;115,41;422,4;647624;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3955352;GT315010 GP6520 MACHO M10X1,5 HSS-E-PM;;MACHO;ROSQUEAMENTO;2;118,62;157,56;576,67;647624;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;4041195;XDMT090308-HX PA120;;INSERTO;FRESAMENTO;10;8,2;18;55,44;647624;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5366601;VTSPO9019 WP49EG M5/8-11 2B 3F SP PLUG DIN/ANSI HSS-E FURO PASSANTE;;MACHO;ROSQUEAMENTO;2;85,54;113,61;415,81;647624;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3955349;GT315007 GP6520 MACHO M5X0,8 HSS- E-PM;;MACHO;ROSQUEAMENTO;1;89,04;118,27;432,87;647624;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;2021538;CCGT060204AL1 HWK10;;INSERTO;TORNEAMENTO;20;15,57;18,15;66,43;647713;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;2256355;D61812005RJ RETA 6C 30° D=12X12X100X30;;FRESA DE TOPO;MOLDES E MATRIZES;1;227,54;260,3;952,7;647721;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5542626;TCF150406FCV36 WU40PH;;INSERTO;TORNEAMENTO;10;32,49;37,89;138,68;647881;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5366677;VTSPO6513 WP49EG M4 ISO2 (6H) 2F DIN371 B FURO PASSANTE;;MACHO;ROSQUEAMENTO;4;30,44;40,43;147,97;647881;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5880402;40110800T028 ESF 2C 30° D=8X8X76X28;;FRESA DE TOPO;FRESAMENTO;6;59,95;70,56;258,25;647950;5.102*;26/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3577940;BDMT11T316ER-ML TN6405 R1,6;;INSERTO;FRESAMENTO;10;19,65;58,74;180,92;647950;5.102*;26/06/2019;;8;0
GCTOOLS;INDAIATUBA;2018679;12148068700 W PARAFUSO M2,5 P/ XD09;;PARAFUSO;COMPONENTES;10;8,55;3,67;13,43;647950;5.102*;26/06/2019;;10;0
KENNAMETAL;INDAIATUBA;5550906;HNPJ0704ANSNGD WP40PM;;INSERTO;FRESAMENTO;100;22,5;28,31;103,61;648196;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5564596;WOEJ080412SRMH WP25PM;;INSERTO;FRESAMENTO;100;26,4;34,05;124,62;648196;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5564597;WOEJ080412SRMM WP25PM;;INSERTO;FRESAMENTO;100;26,4;40,5;124,74;648196;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5873416;XNPU15T608SRMM WP40PM;;INSERTO;FRESAMENTO;100;23,54;49,32;180,51;648196;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3577973;BDMT070304ER-ML TN6405 R0,4;;INSERTO;FRESAMENTO;100;17,69;20,63;75,51;648197;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3859333;BDMT070308ER-ML TN6405 R0,8;;INSERTO;FRESAMENTO;100;17,69;20,63;75,51;648197;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3577936;BDMT11T308ER-ML TN6405 R0,8;;INSERTO;FRESAMENTO;100;19,65;22,91;83,85;648197;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3577940;BDMT11T316ER-ML TN6405 R1,6;;INSERTO;FRESAMENTO;100;19,65;58,74;180,92;648197;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3959581;RDPX1003M0SNMH TN2505;;INSERTO;FRESAMENTO;100;12,73;14,85;54,35;648197;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;2030198;SDNT090308 TN7535;;INSERTO;FRESAMENTO;50;17,83;44,44;136,87;648197;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;5873488;40020250T006 RETA 2C 30° D=2,5X3X6,3X38;;FRESA DE TOPO;FRESAMENTO;4;29,68;34,93;127,84;648198;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;4144470;VDS201A14000 WU25PD D=14.0 3XD SEM REFRI;;BROCA;FURAÇÃO;2;203,75;242,06;885,94;648198;5.102*;27/06/2019;;8;0
KENNAMETAL;INDAIATUBA;3859336;BDMT070308ER-ML TN6430 R0,8;;INSERTO;TORNEAMENTO;40;17,69;20,63;75,51;648355;5.102*;07/01/2019;;8;0
KENNAMETAL;INDAIATUBA;4148381;VDS202A16000 WU25PD D=16.0 5XD SEM REFRI;;BROCA;FURAÇÃO;1;333,15;395,78;1448,55;648355;5.102*;07/01/2019;;8;0
KENNAMETAL;INDAIATUBA;1862108;759508013LT TOROIDAL 4C D=8X8X63X12 R1.0;;FRESA DE TOPO;MOLDES E MATRIZES;3;125,57;143,65;525,76;648355;5.102*;07/01/2019;;8;0
KENNAMETAL;INDAIATUBA;5538559;TCF080308DPV34 WU40PH;;INSERTO;FURAÇÃO;10;26,32;30,69;112,33;648434;5.102*;07/01/2019;;8;0
KENNAMETAL;INDAIATUBA;4176760;WDGR3102C6D TN6025;;INSERTO;TORNEAMENTO;5;16,81;19,61;71,77;648586;5.102*;07/02/2019;;8;0
KENNAMETAL;INDAIATUBA;6085576;40040400T011S RETA 4C 30° D=4X4X11X50;;FRESA DE TOPO;FRESAMENTO;2;36,93;43,46;159,06;648586;5.102*;07/02/2019;;8;0
KENNAMETAL;INDAIATUBA;3462468;47N710004LT RETA 4C VARIMILL D=10X10X72X22 R0.5;;FRESA DE TOPO;FRESAMENTO;1;117,57;137,08;501,71;648586;5.102*;07/02/2019;;8;0
KENNAMETAL;INDAIATUBA;4166548;WNMG080408-7N TN20P;;INSERTO;TORNEAMENTO;10;15,43;18,67;68,33;648844;5.102*;07/03/2019;;8;0
KENNAMETAL;INDAIATUBA;6504873;VSM49010KIT9D050Z07XN10 + WS40PM;;SUPORTE;FRESAMENTO;2;875,39;1020,7;3062,1;649009;5.102*;07/04/2019;;0;0
KENNAMETAL;INDAIATUBA;1860112;715106002RT ESF 2C 15° D=6X6X50X6;;FRESA DE TOPO;MOLDES E MATRIZES;5;88,95;101,76;372,44;649044;5.102*;07/04/2019;;8;0
KENNAMETAL;INDAIATUBA;4172492;TNMP160408 WS10PT;;INSERTO;TORNEAMENTO;10;14,64;17,39;63,65;649044;5.102*;07/04/2019;;8;0
KENNAMETAL;INDAIATUBA;4166419;TCMT1102041P TN10U;;INSERTO;TORNEAMENTO;10;10,93;13,22;48,39;649044;5.102*;07/04/2019;;8;0
KENNAMETAL;INDAIATUBA;6172444;VTSFT-TC6511 WP49EG M5X0,8 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;1;30,58;40,62;148,67;649044;5.102*;07/04/2019;;8;0
KENNAMETAL;INDAIATUBA;1920434;477710004LT RETA 4C VARIMILL D=10X10X72X22;;FRESA DE TOPO;MOLDES E MATRIZES;2;98,63;115;420,9;649044;5.102*;07/04/2019;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;4397;JOGO PINCA ER-16 (10 PINCAS - 1 A 10MM) (CAIXA PLASTICO);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;184,39;221,12;681,04;64910;5.102*;18/12/2018;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;3772;PINO ADAPTADOR BT 50 PARA ISO 50 (DIN2080);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;36,8;42,76;131,71;64910;5.102*;18/12/2018;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;01913P;PORTA BARRA SK 50 X 32,00MM (L1=105,00MM) - 12.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;292,04;369,01;1136,55;64910;5.102*;18/12/2018;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;02409P;PORTA FRESA FACEAR SK 50 X 40,00MM (L1= 60,00MM) - 12.000RPM;;MANDRIL;FIXAÇÃO;2;295,35;295,35;909,68;64910;5.102*;18/12/2018;;0;0
KENNAMETAL;INDAIATUBA;6085601;40041600T032S RETA 4C 30° D=16X16X32X92;;FRESA;FRESAMENTO;2;216,54;254,87;932,82;649114;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;2029478;12148000600 W CHAVE TORX T15;;CHAVE;COMPONENTES;1;15,33;18,21;66,65;649114;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;3955102;GT305082 GM6515 MACHO M8X1,25 HSS-E-PM;;MACHO;ROSQUEAMENTO;1;72,8;96,7;353,92;649281;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;4148174;VDS202A04800 WU25PD D=4.8 5XD SEM REFRI;;BROCA;FURAÇÃO;2;98,89;117,48;429,98;649281;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;3607846;NT4RK TN6025;;INSERTO;TORNEAMENTO;10;30,45;35,5;129,93;649281;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;3955102;GT305082 GM6515 MACHO M8X1,25 HSS-E-PM;;MACHO;ROSQUEAMENTO;2;72,8;96,7;353,92;649281;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;3955099;GT305079 GM6515 MACHO M4X0,7 HSS-E-PM;;MACHO;ROSQUEAMENTO;3;58,17;77,26;282,77;649281;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;3955103;GT305083 GM6515 MACHO M10X1,5 HSS-E-PM;;MACHO;ROSQUEAMENTO;2;86,93;115,47;422,62;649281;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;5908973;WNMG080408MS WS25PT;;INSERTO;TORNEAMENTO;10;18,94;22,5;82,35;649336;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;2540320;759504012LT TOROIDAL 4C D=4X6X50X6 R0.5;;FRESA DE TOPO;FRESAMENTO;1;90,1;109,26;399,89;649336;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;1862109;759510004LT TOROIDAL 4C D=10X10X76X15 R0.5;;FRESA DE TOPO;MOLDES E MATRIZES;2;180,49;206,48;755,72;649336;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;4152642;GT025005 WP31MG MACHO M8X1.25 (6H) 3F DIN 371;;MACHO;ROSQUEAMENTO;1;84,68;112,48;411,68;649336;5.102*;07/05/2019;;8;0
KENNAMETAL;INDAIATUBA;3607207;NG2M200LK TN6025;;INSERTO;FURAÇÃO;5;24,12;28,13;102,96;649427;5.102*;07/10/2019;;8;0
KENNAMETAL;INDAIATUBA;5545063;XDPT110408PDSRMM WP40PM R0,8;;INSERTO;FRESAMENTO;50;17,5;21,71;79,46;649492;5.102*;07/10/2019;;8;0
KENNAMETAL;INDAIATUBA;6425361;XNPU100408SRMM WP25PM;;INSERTO;FRESAMENTO;10;20,03;38;117,04;649624;5.102*;07/10/2019;;8;0
KENNAMETAL;INDAIATUBA;4148181;VDS202A05200 WU25PD D=5.2 5XD SEM REFRI;;BROCA;FURAÇÃO;2;98,89;117,48;429,98;649624;5.102*;07/10/2019;;8;0
KENNAMETAL;INDAIATUBA;2022330;DCGT070204AL3 HWK15;;INSERTO;TORNEAMENTO;40;19,62;22,87;83,7;649662;5.102*;07/11/2019;;8;0
KENNAMETAL;INDAIATUBA;4165874;TNMG160404-4P TN15M;;INSERTO;TORNEAMENTO;10;13,61;16,47;60,28;649707;5.102*;07/11/2019;;8;0
KENNAMETAL;INDAIATUBA;4148185;VDS202A05500 WU25PD D=5.5 5XD SEM REFRI;;BROCA;FURAÇÃO;1;98,88;117,48;429,98;649776;5.102*;07/11/2019;;8;0
KENNAMETAL;INDAIATUBA;6172485;VTSFT-TC6518 WP49EG M8X1,25 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;2;33,8;74,82;164,33;649776;5.102*;07/11/2019;;8;0
KENNAMETAL;INDAIATUBA;6172495;VTSFT-TC6550 WP49EG M10X1,5 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;2;39,92;85,41;163,33;649776;5.102*;07/11/2019;;8;0
KENNAMETAL;INDAIATUBA;4176760;WDGR3102C6D TN6025;;INSERTO;TORNEAMENTO;5;16,81;19,61;71,77;649974;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;5542641;TCF120412FPV36 WU40PH;;INSERTO;TORNEAMENTO;10;28,38;33,1;121,15;649974;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;4162996;TDS402A04000 WP20PD D=4.0 5XD COM REFRI;;BROCA;FURAÇÃO;1;170,53;202,59;741,48;649974;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;4171451;WNMG060408UR WK20CT;;INSERTO;TORNEAMENTO;10;15,66;18,61;68,11;649974;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;2029478;12148000600 W CHAVE TORX T15;;CHAVE;COMPONENTES;1;15,33;18,21;66,65;649974;5.102*;07/12/2019;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;19543;S08K SCLCR 06 - INT DIR CCMT0602;;SUPORTE;TORNEAMENTO;1;60;80;240;65;5.102*;10/10/2018;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;19554;S10K SCLCR 06 - INT DIR CCMT0602;;SUPORTE;TORNEAMENTO;1;65;88;264;65;5.102*;10/10/2018;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;19588;S12M SCLCR 06 - INT DIR CCMT0602;;SUPORTE;TORNEAMENTO;1;70;100;300;65;5.102*;10/10/2018;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;598752;S16R SCLCR 09 - INT DIR CCMT09T3;;SUPORTE;TORNEAMENTO;1;75;75;225;65;5.102*;10/10/2018;;0;0
KENNAMETAL;INDAIATUBA;6172485;VTSFT-TC6518 WP49EG M8X1,25 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;2;33,8;74,82;164,33;650163;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;6172495;VTSFT-TC6550 WP49EG M10X1,5 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;2;39,92;85,41;163,33;650163;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;4148164;VDS202A04200 WU25PD D=4.2 5XD SEM REFRI;;BROCA;FURAÇÃO;3;98,88;117,48;429,98;650163;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;4143942;VDS201A05000 WU25PD D=5,0 3XD SEM REFRI;;BROCA;FIXAÇÃO;2;79,09;93,95;343,86;650163;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;3954478;HNPJ0704ANSNHD TN6520;;INSERTO;FRESAMENTO;5;23,82;27,77;101,64;650163;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;5427375;HNPJ0704ANSNHD WK15CM;;INSERTO;FRESAMENTO;5;23,82;27,77;101,64;650163;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;5895295;HNPJ0704ANSNHD WP25PM;;INSERTO;FRESAMENTO;5;23,92;27,89;102,08;650163;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;6180299;HNPJ0704ANSNHD WS40PM;;INSERTO;FRESAMENTO;5;23,92;27,89;102,08;650163;5.102*;07/12/2019;;8;0
KENNAMETAL;INDAIATUBA;3077751;4777100Z4LT RETA 4C VARIMILL D=10X10X72X22;;FRESA DE TOPO;FRESAMENTO;3;95,12;110,91;405,93;650253;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;4166548;WNMG080408-7N TN20P;;INSERTO;TORNEAMENTO;10;15,43;18,67;68,33;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;3950597;SDMX120412RMM TN6540;;INSERTO;FRESAMENTO;10;21,66;25,25;92,42;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;5366707;VTSPO6523 WP49EG M10 ISO2 (6H) 3F DIN371 B FURO PASSANTE;;MACHO;ROSQUEAMENTO;4;48,52;48,52;177,58;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;6172485;VTSFT-TC6518 WP49EG M8X1,25 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;4;33,8;74,82;164,33;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;6172495;VTSFT-TC6550 WP49EG M10X1,5 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;2;39,92;85,41;163,33;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;5366701;VTSPO6521 WP49EG M8 ISO2 (6H) 3F DIN371 B FURO PASSANTE;;MACHO;ROSQUEAMENTO;2;34,93;46,39;169,79;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;6172440;VTSFT-TC6510 WP49EG M4X0,7 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;4;29,1;38,65;141,46;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;6172444;VTSFT-TC6511 WP49EG M5X0,8 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;2;30,58;40,62;148,67;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;6172505;VTSFT-TC6528 WP49EG M12X1,75 DIN376 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;4;58,63;77,88;285,04;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;6172466;VTSFT-TC6514 WP49EG M6X1 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;1;30,58;40,62;148,67;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;5368554;VTSPO6531 WP49EG M12 ISO2 (6H) 3F DIN376 B FURO PASSANTE;;MACHO;ROSQUEAMENTO;2;58,19;77,29;282,88;650509;5.102*;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;2029598;12148086600 W CHAVE TORX T8;;CHAVE;COMPONENTES;2;19,66;23,35;85,46;650572;5,403;15/07/2019;;8;0
KENNAMETAL;INDAIATUBA;6172495;VTSFT-TC6550 WP49EG M10X1,5 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;2;39,92;85,41;163,33;650695;5.102*;17/07/2019;;8;0
KENNAMETAL;INDAIATUBA;6172466;VTSFT-TC6514 WP49EG M6X1 DIN371 6H C FURO CEGO;;MACHO;ROSQUEAMENTO;2;30,58;40,62;148,67;650695;5.102*;17/07/2019;;8;0
KENNAMETAL;INDAIATUBA;5550906;HNPJ0704ANSNGD WP40PM;;INSERTO;FRESAMENTO;10;24,5;28,31;103,61;650695;5.102*;17/07/2019;;8;0
KENNAMETAL;INDAIATUBA;5826037;40140800T028 RETA 4C 30° D=8X8X76X28;;FRESA DE TOPO;MOLDES E MATRIZES;2;49,97;58,81;215,24;650695;5.102*;17/07/2019;;8;0
KENNAMETAL;INDAIATUBA;6180297;HNPJ0704ANSNGD WS40PM;;INSERTO;FRESAMENTO;5;23,92;44,94;164,48;650695;5.102*;17/07/2019;;8;0
KENNAMETAL;INDAIATUBA;6180297;HNPJ0704ANSNGD WS40PM;;INSERTO;FRESAMENTO;40;23,92;44,94;164,48;650803;5.102*;17/07/2019;;8;0
KENNAMETAL;INDAIATUBA;3077744;477706012LT RETA 4C VARIMILL D=6X6X13X57 R0,2;;FRESA DE TOPO;FRESAMENTO;1;63,53;74,08;271,13;650803;5.102*;17/07/2019;;8;0
KENNAMETAL;INDAIATUBA;3077757;477740Z2LT RETA 4C  VARIMILL D=4X6X12X55;;FRESA;FRESAMENTO;1;43,17;50,33;184,21;650803;5.102*;17/07/2019;;8;0
KENNAMETAL;INDAIATUBA;2006991;TCGT110204AL1 HWK10;;INSERTO;TORNEAMENTO;10;18,54;18,54;67,85;650803;5.102*;17/07/2019;;8;0
KENNAMETAL;INDAIATUBA;2018346;3IRAG55 TN6025;;INSERTO;ROSQUEAMENTO;10;27,13;31,63;115,77;650803;5.102*;17/07/2019;;8;0
