Fornecedor;Cidade;Codigo;Item;Prod_Novos;Tipo;SubTipo;QtdEntrada;ValorEntrada;ValorEntradaEstoque;ValorLista;NFEntrada;CFOP;DataEntrada;ICMS;IPI;TipoNota
BASFIX/ BTFIXO;CAXIAS DO SUL;2155;MANDRIL TROCA RAPIDA BT 50 X TAM. 2 (M 8 A M20/M24);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;1389,81;1389,81;4280,61;104324;6,102;13/12/2021;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;933;PORTA PINCA ISO 30 X OZ-25;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;202,17;202,17;622,68;104324;6,102;13/12/2021;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;4949;PONTO ROTATIVO COMPACT CM 4: HS-MT4 (A);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;705,61;705,61;2173,27;104324;6,102;13/12/2021;;0;0
HEINZ TOOLS;DIADEMA;152;FRESA ESFERICA 55HRC 2C D=1X4X50X2;;FRESA DE TOPO;FRESAMENTO;5;21,5;23,65;76.626;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5530304;FRESA ESFERICA 55HRC 2C D=3X6X50 H4;;FRESA DE TOPO;FRESAMENTO;5;23,65;26,27;80,92;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;169;FRESA ESFERICA 55HRC 2C D=6X6X60X12;;FRESA DE TOPO;FRESAMENTO;5;35;38,5;118,58;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;640;FRESA RETA 55HRC 2C D=4X4X50X11;;FRESA DE TOPO;FRESAMENTO;2;21,5;26,27;80,92;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;675;FRESA RETA 55HRC 4C D=2X8X50 H6;;FRESA DE TOPO;FRESAMENTO;5;35;38,5;118,58;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;177B;FRESA RETA 55HRC 4C D=3MMX8X3X50;;FRESA DE TOPO;FRESAMENTO;5;21,5;21;64,68;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;428;FRESA RETA 55HRC 4C D=5X6X50X13;;FRESA DE TOPO;FRESAMENTO;3;35;46,59;143,5;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5551000;FRESA TOROIDAL 55HRC 4C D=10X10X75X25 R0.5;;FRESA DE TOPO;FRESAMENTO;2;137,5;153;471,24;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5550204;FRESA TOROIDAL 55HRC 4C D=2X4X50X6 R0.5;;FRESA DE TOPO;FRESAMENTO;3;26;37,38;115,14;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5550300;FRESA TOROIDAL 55HRC 4C D=3X8X50 H3 R0.5;;FRESA DE TOPO;FRESAMENTO;5;26;34,61;106,6;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;533;FRESA TOROIDAL 55HRC 4C D=5X5X50X13 R0.5;;FRESA DE TOPO;FRESAMENTO;3;41;41;138.908;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5550600;FRESA TOROIDAL 55HRC 4C D=6X15X50 H6 R0.5;;FRESA DE TOPO;FRESAMENTO;5;41;59,65;183,73;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5560601;FRESA TOROIDAL 55HRC 4C D=6X6X75X15 R0.5;;FRESA DE TOPO;FRESAMENTO;2;50;60,5;186,34;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;218B;FRESA ESFERICA 55HRC 2C D=3MMX8X3X75;;FRESA;FRESAMENTO;2;28;34,5;113,8;10436;5.102*;26/11/2018;;8;0
GMF;DIADEMA;5102 - 502032;ALARGADOR 10,00MM MANUAL DIN 206B H7;;ALARGADOR;COMPONENTES;1;42,57;84,73;260,96;10436;5.102*;26/11/2018;;8;0
GMF;DIADEMA;5102 - 502002;ALARGADOR 3,00MM MANUAL DIN 206B H7;;ALARGADOR;TORNEAMENTO;1;22,57;25,08;77,24;10436;5.102*;26/11/2018;;8;0
GMF;DIADEMA;206050;ALARGADOR 5,00MM MANUAL DIN 206B H7;;ALARGADOR;COMPONENTES;1;25,08;27,86;85,82;10436;5.102*;26/11/2018;;8;0
GMF;DIADEMA;5102 - 502016;ALARGADOR 6,00MM MANUAL DIN 206B H7;;ALARGADOR;COMPONENTES;1;25,08;65,61;202,07;10436;5.102*;26/11/2018;;8;0
GMF;DIADEMA;5102 - 502024;ALARGADOR 8,00MM MANUAL DIN 206B H7;;ALARGADOR;TORNEAMENTO;1;33;73,56;226,56;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5510600;FRESA ESFERICA MICRO 2C D=0.6X1XX50 H4;;FRESA;FRESAMENTO;7;35,64;47,5;146,32;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5530800;FRESA ESFERICA 55HRC 2C D=8X16X60 H8;;FRESA DE TOPO;FRESAMENTO;10;64,35;79,42;244,63;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;152;FRESA ESFERICA 55HRC 2C D=1X4X50X2;;FRESA DE TOPO;FRESAMENTO;10;21,28;23,65;76.626;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5530400;FRESA ESFERICA 55HRC 2C D=4X8X50 H4;;FRESA DE TOPO;FRESAMENTO;6;21,28;28,37;87,39;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5551000;FRESA TOROIDAL 55HRC 4C D=10X10X75X25 R0.5;;FRESA DE TOPO;FRESAMENTO;10;123,75;153;471,24;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5550400;FRESA TOROIDAL 55HRC 4C D=4X10X50 H4 R0.5;;FRESA DE TOPO;FRESAMENTO;10;23,74;37,38;115,15;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5550600;FRESA TOROIDAL 55HRC 4C D=6X15X50 H6 R0.5;;FRESA DE TOPO;FRESAMENTO;10;40,59;59,65;183,73;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5550800;FRESA TOROIDAL 55HRC 4C D=8X8X60X20 R0.5;;FRESA DE TOPO;FRESAMENTO;10;64,35;93,36;287,56;10436;5.102*;26/11/2018;;8;0
HEINZ TOOLS;DIADEMA;5530304;FRESA ESFERICA 55HRC 2C D=3X6X50 H4;;FRESA DE TOPO;FRESAMENTO;10;21,28;26,27;80,92;10436;5.102*;26/11/2018;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;WNMG080408-MT;WNMG080408-MT WS8125;;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;TORNEAMENTO;20;14;14;42;1046;5.102*;17/12/2019;;0;0
BLACK TOOLS;CAXIAS DO SUL;19825;S25T PTFNL 16 -  INT ESQ TNMG1604;;SUPORTE;TORNEAMENTO;2;567,59;196;588;104621;5.102*;28/05/2019;;0;6
BASFIX/ BTFIXO;CAXIAS DO SUL;4951;PONTO ROTATIVO COMPACT CM 4 - PONTA EXTENDIDA: HS-MT4 (B);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;785,78;785,78;2420,2;104632;5.102*;20/12/2021;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;4951;PONTO ROTATIVO COMPACT CM 4 - PONTA EXTENDIDA: HS-MT4 (B);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;785,78;785,78;2420,2;104632;5.102*;20/12/2021;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;4003;VDI 30 - PORTA BARRA 20,00MM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;465,02;465,02;1432,26;104632;5.102*;20/12/2021;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1683;PINO FIXAÇÃO ISO 40 - COM REFRIGERAÇÃO INTERNA;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;50;30,16;30,16;92,89;104632;5.102*;20/12/2021;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1639;PINCA VEDADA - ER-32 5,00MM (0,008MM);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;128,04;128,04;394,36;104971;6,102;01/10/2022;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;02101P;PORTA PINCA ISO 50 X ER-40 (L1=100,00MM);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;329,44;329,44;1014,67;104971;6,102;01/10/2022;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;3431;PINCA RS-20 12,00MM - PORTA PINCA HIDRAULICO;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;3;231,4;231,4;712,71;104971;6,102;01/10/2022;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;3428;PINCA RS-20 6,00MM - PORTA PINCA HIDRAULICO;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;3;231,4;231,4;712,71;104971;6,102;01/10/2022;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1608;PORTA PINCA HIDRAULICO BT 40 X 20,00MM (L1= 72,50MM) - 20.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;3;1051,81;1051,81;3239,57;104971;6,102;01/10/2022;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1454;BUCHA REDUCAO VDI 40 X 32,00MM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;4;108,99;108,99;335,68;104971;6,102;01/10/2022;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;19543;S08K SCLCR 06 - INT DIR CCMT0602;;SUPORTE;TORNEAMENTO;2;60;80;240;105;5.102*;12/05/2018;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;97854;S20S SCLCR 09;;SUPORTE;TORNEAMENTO;1;80;80;240;105;5.102*;12/05/2018;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;2047689;MTJNR 2020 K16 - EXT DIR TNMG1604;;SUPORTE;TORNEAMENTO;1;80;110;300;105;5.102*;12/05/2018;;0;0
